onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.012	3	0.0	n/a	n/a	n/a	140	82	4	n/a
8.011	3	rep1	very pleasant	1.012	9	191	83	4	encoding
20.027	3	rep1	very pleasant	0.973	9	194	84	4	encoding
32.009	3	rep1	very unpleasant	1.695	9	197	85	4	encoding
44.024	3	rep1	very pleasant	0.960	9	198	86	4	encoding
56.023	3	rep1	very unpleasant	1.257	9	192	87	4	encoding
68.022	3	rep1	little pleasant	1.714	9	196	88	4	encoding
80.021	3	rep1	very unpleasant	1.436	9	195	89	4	encoding
92.019	3	rep1	very pleasant	1.132	9	193	90	4	encoding
104.018	3	0.0	n/a	n/a	n/a	400	91	4	n/a
110.018	3	rep2	very unpleasant	0.934	9	192	92	4	encoding
122.016	3	rep2	very pleasant	0.943	9	193	93	4	encoding
134.015	3	rep2	very pleasant	0.737	9	198	94	4	encoding
146.015	3	rep2	very pleasant	0.848	9	194	95	4	encoding
158.029	3	rep2	very unpleasant	1.026	9	197	96	4	encoding
170.012	3	rep2	very unpleasant	0.947	9	195	97	4	encoding
182.011	3	rep2	little pleasant	0.933	9	196	98	4	encoding
194.026	3	rep2	very pleasant	0.654	9	191	99	4	encoding
206.008	3	0.0	n/a	n/a	n/a	410	100	4	n/a
212.007	3	rep3	very pleasant	0.648	9	198	101	4	encoding
224.006	3	rep3	very unpleasant	0.665	9	197	102	4	encoding
236.005	3	rep3	very pleasant	0.939	9	194	103	4	encoding
248.020	3	rep3	very unpleasant	0.779	9	192	104	4	encoding
260.019	3	rep3	little pleasant	1.197	9	196	105	4	encoding
272.018	3	rep3	very unpleasant	0.845	9	195	106	4	encoding
284.017	3	rep3	very pleasant	0.615	9	191	107	4	encoding
296.015	3	rep3	very pleasant	1.055	9	193	108	4	encoding
