onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.020	3	0.0	n/a	n/a	n/a	120	28	2	n/a
8.019	3	rep1	little unpleasant	1.380	6	161	29	2	encoding
20.018	3	rep1	little pleasant	1.070	6	164	30	2	encoding
32.017	3	rep1	little unpleasant	1.174	6	168	31	2	encoding
44.016	3	rep1	little unpleasant	1.560	6	167	32	2	encoding
56.014	3	rep1	very unpleasant	1.321	6	165	33	2	encoding
68.013	3	rep1	very unpleasant	1.082	6	163	34	2	encoding
80.012	3	rep1	very unpleasant	1.075	6	162	35	2	encoding
92.011	3	rep1	little unpleasant	1.245	6	166	36	2	encoding
104.010	3	0.0	n/a	n/a	n/a	400	37	2	n/a
110.009	3	rep2	little unpleasant	1.470	6	166	38	2	encoding
122.008	3	rep2	very unpleasant	1.816	6	168	39	2	encoding
134.007	3	rep2	very unpleasant	2.177	6	161	40	2	encoding
146.005	3	rep2	little unpleasant	1.354	6	164	41	2	encoding
158.005	3	rep2	little unpleasant	1.995	6	167	42	2	encoding
170.020	3	rep2	very unpleasant	1.244	6	163	43	2	encoding
182.019	3	rep2	very unpleasant	1.605	6	162	44	2	encoding
194.018	3	rep2	little unpleasant	2.222	6	165	45	2	encoding
206.016	3	0.0	n/a	n/a	n/a	410	46	2	n/a
212.016	3	rep3	little unpleasant	1.664	6	164	47	2	encoding
224.015	3	rep3	little unpleasant	1.257	6	166	48	2	encoding
236.013	3	rep3	very unpleasant	1.858	6	165	49	2	encoding
248.012	3	rep3	very unpleasant	1.444	6	161	50	2	encoding
260.011	3	rep3	very unpleasant	1.309	6	162	51	2	encoding
272.010	3	rep3	very unpleasant	1.182	6	168	52	2	encoding
284.009	3	rep3	little unpleasant	1.767	6	167	53	2	encoding
296.007	3	rep3	very unpleasant	0.912	6	163	54	2	encoding
