onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.020	3	0.0	n/a	n/a	n/a	170	163	7	n/a
8.019	3	rep1	very unpleasant	1.004	5	158	164	7	encoding
20.018	3	rep1	little pleasant	1.286	5	154	165	7	encoding
32.017	3	rep1	very unpleasant	1.031	5	157	166	7	encoding
44.016	3	rep1	very unpleasant	1.536	5	152	167	7	encoding
56.015	3	rep1	very unpleasant	1.241	5	155	168	7	encoding
68.013	3	rep1	very unpleasant	1.098	5	151	169	7	encoding
80.012	3	rep1	very unpleasant	1.091	5	156	170	7	encoding
92.011	3	rep1	very unpleasant	1.013	5	153	171	7	encoding
104.010	3	0.0	n/a	n/a	n/a	400	172	7	n/a
110.009	3	rep2	very unpleasant	0.966	5	151	173	7	encoding
122.008	3	rep2	very unpleasant	0.960	5	155	174	7	encoding
134.007	3	rep2	very unpleasant	0.880	5	156	175	7	encoding
146.006	3	rep2	very unpleasant	0.826	5	152	176	7	encoding
158.005	3	rep2	little pleasant	1.476	5	154	177	7	encoding
170.004	3	rep2	very unpleasant	1.380	5	158	178	7	encoding
182.019	3	rep2	very unpleasant	0.980	5	153	179	7	encoding
194.018	3	rep2	very unpleasant	1.006	5	157	180	7	encoding
206.016	3	0.0	n/a	n/a	n/a	410	181	7	n/a
212.016	3	rep3	very unpleasant	0.664	5	158	182	7	encoding
224.015	3	rep3	very unpleasant	0.809	5	157	183	7	encoding
236.013	3	rep3	little pleasant	0.843	5	154	184	7	encoding
248.013	3	rep3	very unpleasant	0.715	5	156	185	7	encoding
260.011	3	rep3	very unpleasant	0.629	5	151	186	7	encoding
272.010	3	rep3	very unpleasant	1.142	5	152	187	7	encoding
284.009	3	rep3	very unpleasant	0.623	5	155	188	7	encoding
296.008	3	rep3	very unpleasant	0.584	5	153	189	7	encoding
