onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.019	3	0.0	n/a	n/a	n/a	180	190	8	n/a
8.018	3	rep1	little pleasant	0.734	6	162	191	8	encoding
20.017	3	rep1	very unpleasant	0.967	6	161	192	8	encoding
32.015	3	rep1	very unpleasant	0.832	6	164	193	8	encoding
44.014	3	rep1	very unpleasant	0.689	6	167	194	8	encoding
56.013	3	rep1	very unpleasant	1.154	6	166	195	8	encoding
68.012	3	rep1	very unpleasant	0.531	6	165	196	8	encoding
80.011	3	rep1	very unpleasant	0.709	6	163	197	8	encoding
92.010	3	rep1	very unpleasant	0.958	6	168	198	8	encoding
104.008	3	0.0	n/a	n/a	n/a	400	199	8	n/a
110.008	3	rep2	very unpleasant	0.391	6	161	200	8	encoding
122.007	3	rep2	little pleasant	0.617	6	166	201	8	encoding
134.005	3	rep2	very unpleasant	0.522	6	162	202	8	encoding
146.005	3	rep2	very unpleasant	0.803	6	164	203	8	encoding
158.020	3	rep2	very unpleasant	0.564	6	167	204	8	encoding
170.018	3	rep2	very unpleasant	0.572	6	165	205	8	encoding
182.017	3	rep2	very unpleasant	0.534	6	163	206	8	encoding
194.016	3	rep2	very unpleasant	0.447	6	168	207	8	encoding
206.015	3	0.0	n/a	n/a	n/a	410	208	8	n/a
212.014	3	rep3	very unpleasant	0.425	6	168	209	8	encoding
224.013	3	rep3	very unpleasant	0.610	6	163	210	8	encoding
236.012	3	rep3	very unpleasant	0.300	6	161	211	8	encoding
248.011	3	rep3	very unpleasant	0.540	6	164	212	8	encoding
260.009	3	rep3	little unpleasant	0.566	6	167	213	8	encoding
272.008	3	rep3	very unpleasant	0.559	6	162	214	8	encoding
284.007	3	rep3	very unpleasant	0.368	6	165	215	8	encoding
296.006	3	rep3	very unpleasant	0.538	6	166	216	8	encoding
