onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.005	3	0.0	n/a	n/a	n/a	190	217	9	n/a
8.004	3	rep1	very unpleasant	1.675	6	165	218	9	encoding
20.020	3	rep1	very unpleasant	1.716	6	167	219	9	encoding
32.019	3	rep1	very unpleasant	1.965	6	164	220	9	encoding
44.017	3	rep1	very unpleasant	1.662	6	168	221	9	encoding
56.033	3	rep1	little unpleasant	1.382	6	161	222	9	encoding
68.015	3	rep1	little unpleasant	1.616	6	166	223	9	encoding
80.014	3	rep1	little unpleasant	1.465	6	163	224	9	encoding
92.029	3	rep1	little unpleasant	1.386	6	162	225	9	encoding
104.011	3	0.0	n/a	n/a	n/a	400	226	9	n/a
110.011	3	rep2	little unpleasant	1.637	6	162	227	9	encoding
122.010	3	rep2	very unpleasant	1.662	6	167	228	9	encoding
134.008	3	rep2	little pleasant	1.351	6	163	229	9	encoding
146.024	3	rep2	very unpleasant	1.840	6	164	230	9	encoding
158.006	3	rep2	little unpleasant	1.249	6	165	231	9	encoding
170.005	3	rep2	little unpleasant	1.218	6	166	232	9	encoding
182.004	3	rep2	little pleasant	0.683	6	161	233	9	encoding
194.036	3	rep2	very unpleasant	1.420	6	168	234	9	encoding
206.018	3	0.0	n/a	n/a	n/a	410	235	9	n/a
212.018	3	rep3	little pleasant	1.646	6	164	236	9	encoding
224.016	3	rep3	little unpleasant	0.999	6	165	237	9	encoding
236.015	3	rep3	little pleasant	1.577	6	161	238	9	encoding
248.014	3	rep3	little unpleasant	1.386	6	163	239	9	encoding
260.029	3	rep3	little unpleasant	1.058	6	166	240	9	encoding
272.011	3	rep3	little unpleasant	1.332	6	162	241	9	encoding
284.010	3	rep3	very unpleasant	1.014	6	168	242	9	encoding
296.009	3	rep3	little unpleasant	1.022	6	167	243	9	encoding
