onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.012	3	0.0	n/a	n/a	n/a	170	163	7	n/a
8.011	3	rep1	very pleasant	0.892	2	128	164	7	encoding
20.010	3	rep1	very pleasant	1.102	2	121	165	7	encoding
32.008	3	rep1	very pleasant	0.727	2	124	166	7	encoding
44.007	3	rep1	very unpleasant	1.080	2	123	167	7	encoding
56.006	3	rep1	very pleasant	1.497	2	122	168	7	encoding
68.005	3	rep1	very pleasant	1.188	2	126	169	7	encoding
80.004	3	rep1	very pleasant	1.219	2	125	170	7	encoding
92.019	3	rep1	very pleasant	0.868	2	127	171	7	encoding
104.018	3	0.0	n/a	n/a	n/a	400	172	7	n/a
110.017	3	rep2	very pleasant	0.775	2	122	173	7	encoding
122.016	3	rep2	very unpleasant	0.975	2	123	174	7	encoding
134.015	3	rep2	very pleasant	0.609	2	124	175	7	encoding
146.014	3	rep2	very pleasant	0.842	2	126	176	7	encoding
158.013	3	rep2	very pleasant	0.595	2	128	177	7	encoding
170.012	3	rep2	very pleasant	0.676	2	127	178	7	encoding
182.011	3	rep2	very pleasant	0.725	2	125	179	7	encoding
194.009	3	rep2	very pleasant	0.758	2	121	180	7	encoding
206.008	3	0.0	n/a	n/a	n/a	410	181	7	n/a
212.007	3	rep3	very pleasant	0.872	2	125	182	7	encoding
224.007	3	rep3	very pleasant	0.930	2	121	183	7	encoding
236.005	3	rep3	very pleasant	0.699	2	122	184	7	encoding
248.004	3	rep3	very unpleasant	0.684	2	123	185	7	encoding
260.019	3	rep3	very pleasant	0.684	2	127	186	7	encoding
272.018	3	rep3	very pleasant	0.654	2	124	187	7	encoding
284.017	3	rep3	very pleasant	0.664	2	128	188	7	encoding
296.016	3	rep3	very pleasant	0.768	2	126	189	7	encoding
