onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.019	3	0.0	n/a	n/a	n/a	120	28	2	n/a
8.019	3	rep1	very unpleasant	1.005	7	172	29	2	encoding
20.017	3	rep1	very unpleasant	0.862	7	174	30	2	encoding
32.016	3	rep1	very unpleasant	1.279	7	171	31	2	encoding
44.015	3	rep1	very pleasant	1.089	7	173	32	2	encoding
56.014	3	rep1	very unpleasant	0.682	7	178	33	2	encoding
68.013	3	rep1	very unpleasant	0.947	7	175	34	2	encoding
80.012	3	rep1	very unpleasant	1.515	7	177	35	2	encoding
92.010	3	rep1	very unpleasant	0.837	7	176	36	2	encoding
104.009	3	0.0	n/a	n/a	n/a	400	37	2	n/a
110.009	3	rep2	very unpleasant	0.655	7	178	38	2	encoding
122.008	3	rep2	very unpleasant	0.752	7	176	39	2	encoding
134.006	3	rep2	very unpleasant	0.777	7	171	40	2	encoding
146.005	3	rep2	very pleasant	0.594	7	173	41	2	encoding
158.021	3	rep2	very unpleasant	0.963	7	174	42	2	encoding
170.019	3	rep2	very unpleasant	0.724	7	172	43	2	encoding
182.018	3	rep2	very unpleasant	0.885	7	177	44	2	encoding
194.017	3	rep2	very unpleasant	0.702	7	175	45	2	encoding
206.016	3	0.0	n/a	n/a	n/a	410	46	2	n/a
212.015	3	rep3	very unpleasant	0.648	7	171	47	2	encoding
224.014	3	rep3	very unpleasant	0.993	7	177	48	2	encoding
236.013	3	rep3	very unpleasant	0.659	7	172	49	2	encoding
248.011	3	rep3	very unpleasant	0.692	7	174	50	2	encoding
260.010	3	rep3	very unpleasant	0.789	7	176	51	2	encoding
272.009	3	rep3	very pleasant	0.903	7	173	52	2	encoding
284.008	3	rep3	very unpleasant	0.631	7	178	53	2	encoding
296.007	3	rep3	very unpleasant	0.897	7	175	54	2	encoding
