onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.015	3	0.0	n/a	n/a	n/a	110	1	1	n/a
8.015	3	rep1	very pleasant	0.825	4	145	2	1	encoding
20.014	3	rep1	very pleasant	1.009	4	142	3	1	encoding
32.012	3	rep1	little pleasant	1.395	4	146	4	1	encoding
44.011	3	rep1	very pleasant	0.772	4	147	5	1	encoding
56.010	3	rep1	very pleasant	0.829	4	141	6	1	encoding
68.009	3	rep1	very unpleasant	1.143	4	144	7	1	encoding
80.008	3	rep1	very pleasant	0.887	4	148	8	1	encoding
92.023	3	rep1	very pleasant	0.752	4	143	9	1	encoding
104.005	3	0.0	n/a	n/a	n/a	400	10	1	n/a
110.004	3	rep2	very pleasant	0.675	4	145	11	1	encoding
122.020	3	rep2	very pleasant	0.627	4	147	12	1	encoding
134.019	3	rep2	very pleasant	1.164	4	146	13	1	encoding
146.018	3	rep2	very pleasant	0.845	4	141	14	1	encoding
158.016	3	rep2	very pleasant	0.735	4	142	15	1	encoding
170.015	3	rep2	very pleasant	0.656	4	143	16	1	encoding
182.014	3	rep2	very pleasant	0.609	4	148	17	1	encoding
194.013	3	rep2	little pleasant	1.698	4	144	18	1	encoding
206.011	3	0.0	n/a	n/a	n/a	410	19	1	n/a
212.011	3	rep3	little unpleasant	1.116	4	144	20	1	encoding
224.010	3	rep3	very pleasant	1.125	4	146	21	1	encoding
236.025	3	rep3	very pleasant	0.766	4	142	22	1	encoding
248.007	3	rep3	very pleasant	0.616	4	145	23	1	encoding
260.006	3	rep3	very pleasant	0.801	4	148	24	1	encoding
272.021	3	rep3	very pleasant	0.762	4	143	25	1	encoding
284.004	3	rep3	very pleasant	0.731	4	141	26	1	encoding
296.019	3	rep3	very pleasant	0.788	4	147	27	1	encoding
