onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.014	3	0.0	n/a	n/a	n/a	130	55	3	n/a
8.013	3	rep1	very unpleasant	1.090	7	171	56	3	encoding
20.029	3	rep1	very unpleasant	0.907	7	178	57	3	encoding
32.011	3	rep1	little pleasant	1.341	7	173	58	3	encoding
44.010	3	rep1	very unpleasant	0.974	7	172	59	3	encoding
56.025	3	rep1	very unpleasant	0.814	7	175	60	3	encoding
68.024	3	rep1	very unpleasant	0.824	7	174	61	3	encoding
80.023	3	rep1	very unpleasant	0.737	7	176	62	3	encoding
92.005	3	rep1	very unpleasant	1.115	7	177	63	3	encoding
104.020	3	0.0	n/a	n/a	n/a	400	64	3	n/a
110.020	3	rep2	little pleasant	1.380	7	173	65	3	encoding
122.019	3	rep2	very unpleasant	0.773	7	177	66	3	encoding
134.017	3	rep2	very unpleasant	0.710	7	171	67	3	encoding
146.016	3	rep2	very unpleasant	0.727	7	175	68	3	encoding
158.015	3	rep2	very unpleasant	0.704	7	174	69	3	encoding
170.013	3	rep2	very unpleasant	0.746	7	176	70	3	encoding
182.029	3	rep2	very unpleasant	0.698	7	172	71	3	encoding
194.011	3	rep2	very unpleasant	0.772	7	178	72	3	encoding
206.010	3	0.0	n/a	n/a	n/a	410	73	3	n/a
212.009	3	rep3	very unpleasant	0.806	7	176	74	3	encoding
224.008	3	rep3	very unpleasant	0.791	7	177	75	3	encoding
236.024	3	rep3	very unpleasant	0.712	7	174	76	3	encoding
248.022	3	rep3	very unpleasant	0.585	7	178	77	3	encoding
260.021	3	rep3	very unpleasant	0.770	7	173	78	3	encoding
272.020	3	rep3	very unpleasant	1.268	7	172	79	3	encoding
284.019	3	rep3	very unpleasant	0.989	7	175	80	3	encoding
296.018	3	rep3	very unpleasant	0.846	7	171	81	3	encoding
