onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.018	3	0.0	n/a	n/a	n/a	150	109	5	n/a
8.018	3	rep1	little pleasant	1.422	8	185	110	5	encoding
20.016	3	rep1	very pleasant	0.886	8	186	111	5	encoding
32.032	3	rep1	very pleasant	2.935	8	187	112	5	encoding
44.014	3	rep1	little pleasant	1.425	8	181	113	5	encoding
56.013	3	rep1	very pleasant	1.635	8	183	114	5	encoding
68.011	3	rep1	very pleasant	0.883	8	188	115	5	encoding
80.011	3	rep1	very pleasant	1.733	8	182	116	5	encoding
92.009	3	rep1	very pleasant	1.230	8	184	117	5	encoding
104.008	3	0.0	n/a	n/a	n/a	400	118	5	n/a
110.007	3	rep2	very pleasant	0.360	8	182	119	5	encoding
122.023	3	rep2	very pleasant	1.200	8	183	120	5	encoding
134.005	3	rep2	very pleasant	1.674	8	188	121	5	encoding
146.005	3	rep2	very pleasant	1.514	8	184	122	5	encoding
158.019	3	rep2	very pleasant	1.244	8	186	123	5	encoding
170.018	3	rep2	little unpleasant	1.421	8	187	124	5	encoding
182.017	3	rep2	little pleasant	1.718	8	185	125	5	encoding
194.032	3	rep2	very pleasant	2.134	8	181	126	5	encoding
206.014	3	0.0	n/a	n/a	n/a	410	127	5	n/a
212.014	3	rep3	very pleasant	1.201	8	183	128	5	encoding
224.013	3	rep3	very pleasant	1.586	8	186	129	5	encoding
236.012	3	rep3	very pleasant	1.780	8	188	130	5	encoding
248.010	3	rep3	very pleasant	1.540	8	187	131	5	encoding
260.026	3	rep3	very pleasant	2.501	8	182	132	5	encoding
272.008	3	rep3	little pleasant	1.623	8	181	133	5	encoding
284.007	3	rep3	very pleasant	2.360	8	184	134	5	encoding
296.005	3	rep3	very pleasant	1.186	8	185	135	5	encoding
