onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.009	3	0.0	n/a	n/a	n/a	130	55	3	n/a
8.007	3	rep1	little unpleasant	1.272	4	142	56	3	encoding
20.006	3	rep1	little pleasant	1.473	4	143	57	3	encoding
32.005	3	rep1	little pleasant	1.307	4	145	58	3	encoding
44.004	3	rep1	little pleasant	1.676	4	148	59	3	encoding
56.019	3	rep1	little pleasant	1.812	4	144	60	3	encoding
68.018	3	rep1	little unpleasant	1.557	4	146	61	3	encoding
80.017	3	rep1	little pleasant	2.735	4	141	62	3	encoding
92.016	3	rep1	very pleasant	1.311	4	147	63	3	encoding
104.015	3	0.0	n/a	n/a	n/a	400	64	3	n/a
110.014	3	rep2	little unpleasant	0.866	4	146	65	3	encoding
122.013	3	rep2	little pleasant	1.251	4	142	66	3	encoding
134.011	3	rep2	n/a	n/a	4	147	67	3	encoding
146.027	3	rep2	little pleasant	1.293	4	148	68	3	encoding
158.026	3	rep2	little pleasant	1.118	4	143	69	3	encoding
170.008	3	rep2	little pleasant	0.904	4	141	70	3	encoding
182.023	3	rep2	little pleasant	1.232	4	145	71	3	encoding
194.022	3	rep2	little pleasant	1.289	4	144	72	3	encoding
206.005	3	0.0	n/a	n/a	n/a	410	73	3	n/a
212.004	3	rep3	little unpleasant	0.923	4	146	74	3	encoding
224.019	3	rep3	little pleasant	1.676	4	148	75	3	encoding
236.018	3	rep3	little pleasant	1.038	4	145	76	3	encoding
248.017	3	rep3	little pleasant	1.023	4	144	77	3	encoding
260.016	3	rep3	little pleasant	1.087	4	142	78	3	encoding
272.014	3	rep3	little pleasant	1.049	4	141	79	3	encoding
284.013	3	rep3	very pleasant	0.882	4	147	80	3	encoding
296.012	3	rep3	little pleasant	0.803	4	143	81	3	encoding
