onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.007	3	0.0	n/a	n/a	n/a	180	190	8	n/a
8.006	3	rep1	very pleasant	1.378	2	127	191	8	encoding
20.005	3	rep1	very pleasant	1.098	2	126	192	8	encoding
32.005	3	rep1	very pleasant	0.843	2	124	193	8	encoding
44.019	3	rep1	very pleasant	1.156	2	121	194	8	encoding
56.018	3	rep1	little pleasant	1.382	2	122	195	8	encoding
68.016	3	rep1	very pleasant	0.615	2	125	196	8	encoding
80.015	3	rep1	very pleasant	1.256	2	128	197	8	encoding
92.014	3	rep1	very pleasant	1.210	2	123	198	8	encoding
104.013	3	0.0	n/a	n/a	n/a	400	199	8	n/a
110.012	3	rep2	very pleasant	0.748	2	128	200	8	encoding
122.011	3	rep2	very pleasant	1.013	2	122	201	8	encoding
134.010	3	rep2	very pleasant	0.910	2	123	202	8	encoding
146.009	3	rep2	very pleasant	2.911	2	127	203	8	encoding
158.008	3	rep2	very pleasant	0.864	2	121	204	8	encoding
170.006	3	rep2	very pleasant	0.961	2	126	205	8	encoding
182.005	3	rep2	very pleasant	2.267	2	125	206	8	encoding
194.004	3	rep2	very pleasant	1.764	2	124	207	8	encoding
206.020	3	0.0	n/a	n/a	n/a	410	208	8	n/a
212.019	3	rep3	very pleasant	0.565	2	122	209	8	encoding
224.018	3	rep3	very pleasant	0.694	2	124	210	8	encoding
236.017	3	rep3	very pleasant	0.719	2	123	211	8	encoding
248.016	3	rep3	very pleasant	1.776	2	128	212	8	encoding
260.014	3	rep3	very pleasant	0.602	2	125	213	8	encoding
272.013	3	rep3	very pleasant	0.835	2	121	214	8	encoding
284.012	3	rep3	very pleasant	0.996	2	127	215	8	encoding
296.011	3	rep3	very pleasant	0.581	2	126	216	8	encoding
