onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.007	3	0.0	n/a	n/a	n/a	190	217	9	n/a
8.007	3	rep1	very pleasant	0.401	2	128	218	9	encoding
20.006	3	rep1	little pleasant	0.730	2	123	219	9	encoding
32.004	3	rep1	little pleasant	0.780	2	126	220	9	encoding
44.020	3	rep1	little pleasant	1.204	2	125	221	9	encoding
56.019	3	rep1	n/a	n/a	2	122	222	9	encoding
68.017	3	rep1	little pleasant	1.462	2	124	223	9	encoding
80.016	3	rep1	little pleasant	0.791	2	127	224	9	encoding
92.015	3	rep1	very pleasant	1.336	2	121	225	9	encoding
104.047	3	0.0	n/a	n/a	n/a	400	226	9	n/a
110.013	3	rep2	very pleasant	0.626	2	128	227	9	encoding
122.012	3	rep2	very pleasant	1.212	2	125	228	9	encoding
134.011	3	rep2	little pleasant	1.229	2	121	229	9	encoding
146.026	3	rep2	little unpleasant	0.774	2	126	230	9	encoding
158.008	3	rep2	n/a	n/a	2	124	231	9	encoding
170.007	3	rep2	very pleasant	1.160	2	123	232	9	encoding
182.006	3	rep2	very pleasant	0.898	2	127	233	9	encoding
194.021	3	rep2	very pleasant	1.043	2	122	234	9	encoding
206.005	3	0.0	n/a	n/a	n/a	410	235	9	n/a
212.020	3	rep3	very pleasant	1.068	2	121	236	9	encoding
224.019	3	rep3	little pleasant	1.061	2	123	237	9	encoding
236.017	3	rep3	very pleasant	1.111	2	127	238	9	encoding
248.016	3	rep3	little pleasant	1.391	2	122	239	9	encoding
260.015	3	rep3	very pleasant	1.193	2	124	240	9	encoding
272.014	3	rep3	little pleasant	1.426	2	126	241	9	encoding
284.013	3	rep3	very pleasant	1.147	2	125	242	9	encoding
296.028	3	rep3	very pleasant	1.124	2	128	243	9	encoding
