onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.014	3	0.0	n/a	n/a	n/a	110	1	1	n/a
8.014	3	rep1	little pleasant	0.585	5	157	2	1	encoding
20.012	3	rep1	little unpleasant	1.347	5	156	3	1	encoding
32.011	3	rep1	little unpleasant	1.100	5	151	4	1	encoding
44.027	3	rep1	little pleasant	1.100	5	158	5	1	encoding
56.025	3	rep1	little unpleasant	1.014	5	155	6	1	encoding
68.024	3	rep1	little unpleasant	1.127	5	152	7	1	encoding
80.006	3	rep1	little pleasant	1.112	5	153	8	1	encoding
92.005	3	rep1	little pleasant	0.978	5	154	9	1	encoding
104.004	3	0.0	n/a	n/a	n/a	400	10	1	n/a
110.020	3	rep2	little pleasant	1.026	5	155	11	1	encoding
122.019	3	rep2	little unpleasant	1.196	5	152	12	1	encoding
134.018	3	rep2	little unpleasant	1.285	5	158	13	1	encoding
146.017	3	rep2	very pleasant	1.134	5	154	14	1	encoding
158.016	3	rep2	little unpleasant	1.039	5	156	15	1	encoding
170.031	3	rep2	little pleasant	1.408	5	153	16	1	encoding
182.014	3	rep2	little unpleasant	1.522	5	151	17	1	encoding
194.011	3	rep2	little unpleasant	1.435	5	157	18	1	encoding
206.027	3	0.0	n/a	n/a	n/a	410	19	1	n/a
212.010	3	rep3	little unpleasant	1.542	5	152	20	1	encoding
224.008	3	rep3	very unpleasant	1.303	5	157	21	1	encoding
236.007	3	rep3	little unpleasant	1.280	5	156	22	1	encoding
248.006	3	rep3	little unpleasant	1.713	5	158	23	1	encoding
260.005	3	rep3	little unpleasant	1.378	5	153	24	1	encoding
272.004	3	rep3	little unpleasant	1.307	5	155	25	1	encoding
284.019	3	rep3	little unpleasant	1.051	5	151	26	1	encoding
296.018	3	rep3	very pleasant	1.341	5	154	27	1	encoding
