onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.010	3	0.0	n/a	n/a	n/a	190	217	9	n/a
8.009	3	rep1	very unpleasant	1.015	1	116	218	9	encoding
20.008	3	rep1	very pleasant	1.312	1	111	219	9	encoding
32.007	3	rep1	little pleasant	2.001	1	115	220	9	encoding
44.022	3	rep1	little pleasant	1.066	1	113	221	9	encoding
56.021	3	rep1	little pleasant	1.107	1	118	222	9	encoding
68.020	3	rep1	little pleasant	1.787	1	117	223	9	encoding
80.019	3	rep1	little pleasant	0.804	1	114	224	9	encoding
92.017	3	rep1	little unpleasant	1.590	1	112	225	9	encoding
104.016	3	0.0	n/a	n/a	n/a	400	226	9	n/a
110.016	3	rep2	very unpleasant	0.737	1	116	227	9	encoding
122.014	3	rep2	little unpleasant	0.937	1	112	228	9	encoding
134.013	3	rep2	little pleasant	0.987	1	113	229	9	encoding
146.029	3	rep2	very pleasant	0.859	1	111	230	9	encoding
158.011	3	rep2	little pleasant	1.574	1	117	231	9	encoding
170.010	3	rep2	little pleasant	0.918	1	115	232	9	encoding
182.025	3	rep2	little pleasant	0.663	1	118	233	9	encoding
194.024	3	rep2	little pleasant	1.320	1	114	234	9	encoding
206.006	3	0.0	n/a	n/a	n/a	410	235	9	n/a
212.005	3	rep3	little pleasant	0.771	1	117	236	9	encoding
224.004	3	rep3	very pleasant	0.740	1	111	237	9	encoding
236.020	3	rep3	little pleasant	0.756	1	114	238	9	encoding
248.019	3	rep3	little unpleasant	1.405	1	112	239	9	encoding
260.018	3	rep3	little pleasant	0.734	1	118	240	9	encoding
272.016	3	rep3	little pleasant	0.663	1	113	241	9	encoding
284.015	3	rep3	little pleasant	0.785	1	115	242	9	encoding
296.014	3	rep3	very unpleasant	0.922	1	116	243	9	encoding
