onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.019	3	0.0	n/a	n/a	n/a	190	217	9	n/a
8.019	3	rep1	very pleasant	0.484	6	167	218	9	encoding
20.018	3	rep1	little pleasant	0.686	6	161	219	9	encoding
32.016	3	rep1	little pleasant	0.695	6	168	220	9	encoding
44.015	3	rep1	very unpleasant	0.552	6	164	221	9	encoding
56.014	3	rep1	little pleasant	0.674	6	166	222	9	encoding
68.030	3	rep1	little unpleasant	1.098	6	162	223	9	encoding
80.012	3	rep1	little pleasant	0.748	6	165	224	9	encoding
92.010	3	rep1	little pleasant	0.541	6	163	225	9	encoding
104.009	3	0.0	n/a	n/a	n/a	400	226	9	n/a
110.009	3	rep2	little pleasant	0.551	6	167	227	9	encoding
122.024	3	rep2	little pleasant	0.800	6	168	228	9	encoding
134.023	3	rep2	little pleasant	0.706	6	165	229	9	encoding
146.022	3	rep2	little pleasant	0.746	6	161	230	9	encoding
158.005	3	rep2	little pleasant	0.827	6	166	231	9	encoding
170.019	3	rep2	little pleasant	0.740	6	162	232	9	encoding
182.018	3	rep2	very unpleasant	1.141	6	164	233	9	encoding
194.017	3	rep2	little pleasant	0.655	6	163	234	9	encoding
206.016	3	0.0	n/a	n/a	n/a	410	235	9	n/a
212.015	3	rep3	little pleasant	0.936	6	167	236	9	encoding
224.014	3	rep3	little pleasant	1.073	6	161	237	9	encoding
236.012	3	rep3	little pleasant	0.667	6	166	238	9	encoding
248.011	3	rep3	little pleasant	0.740	6	164	239	9	encoding
260.010	3	rep3	little pleasant	0.757	6	165	240	9	encoding
272.009	3	rep3	little unpleasant	2.182	6	163	241	9	encoding
284.008	3	rep3	little pleasant	1.280	6	162	242	9	encoding
296.007	3	rep3	little pleasant	0.737	6	168	243	9	encoding
