onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.010	3	0.0	n/a	n/a	n/a	130	55	3	n/a
8.009	3	rep1	very pleasant	0.790	3	131	56	3	encoding
20.025	3	rep1	very pleasant	1.567	3	134	57	3	encoding
32.023	3	rep1	very pleasant	0.768	3	137	58	3	encoding
44.005	3	rep1	very pleasant	1.402	3	135	59	3	encoding
56.004	3	rep1	very pleasant	0.787	3	132	60	3	encoding
68.019	3	rep1	very pleasant	1.548	3	133	61	3	encoding
80.018	3	rep1	little pleasant	1.461	3	138	62	3	encoding
92.017	3	rep1	very pleasant	1.038	3	136	63	3	encoding
104.016	3	0.0	n/a	n/a	n/a	400	64	3	n/a
110.015	3	rep2	very pleasant	0.456	3	132	65	3	encoding
122.014	3	rep2	very pleasant	0.817	3	136	66	3	encoding
134.030	3	rep2	very pleasant	0.842	3	133	67	3	encoding
146.028	3	rep2	very pleasant	0.667	3	135	68	3	encoding
158.010	3	rep2	very pleasant	0.956	3	138	69	3	encoding
170.026	3	rep2	very pleasant	0.885	3	131	70	3	encoding
182.008	3	rep2	very pleasant	0.679	3	137	71	3	encoding
194.023	3	rep2	very pleasant	0.840	3	134	72	3	encoding
206.022	3	0.0	n/a	n/a	n/a	410	73	3	n/a
212.005	3	rep3	very pleasant	0.634	3	136	74	3	encoding
224.005	3	rep3	very pleasant	0.786	3	135	75	3	encoding
236.019	3	rep3	very pleasant	0.645	3	132	76	3	encoding
248.018	3	rep3	very pleasant	0.965	3	138	77	3	encoding
260.017	3	rep3	very pleasant	0.790	3	131	78	3	encoding
272.016	3	rep3	very pleasant	0.760	3	133	79	3	encoding
284.031	3	rep3	very pleasant	0.904	3	134	80	3	encoding
296.030	3	rep3	very pleasant	0.657	3	137	81	3	encoding
