onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.019	3	0.0	n/a	n/a	n/a	150	109	5	n/a
8.018	3	rep1	little pleasant	1.597	2	123	110	5	encoding
20.017	3	rep1	little pleasant	1.319	2	121	111	5	encoding
32.015	3	rep1	little pleasant	1.856	2	128	112	5	encoding
44.014	3	rep1	little pleasant	1.050	2	126	113	5	encoding
56.013	3	rep1	little pleasant	1.570	2	127	114	5	encoding
68.012	3	rep1	little pleasant	1.859	2	124	115	5	encoding
80.011	3	rep1	very pleasant	1.484	2	125	116	5	encoding
92.010	3	rep1	little pleasant	1.549	2	122	117	5	encoding
104.009	3	0.0	n/a	n/a	n/a	400	118	5	n/a
110.008	3	rep2	little pleasant	1.736	2	125	119	5	encoding
122.007	3	rep2	little pleasant	1.217	2	127	120	5	encoding
134.006	3	rep2	little pleasant	1.186	2	122	121	5	encoding
146.005	3	rep2	little pleasant	1.170	2	123	122	5	encoding
158.020	3	rep2	little pleasant	1.220	2	128	123	5	encoding
170.019	3	rep2	little pleasant	1.021	2	121	124	5	encoding
182.018	3	rep2	little pleasant	1.702	2	124	125	5	encoding
194.016	3	rep2	little pleasant	1.207	2	126	126	5	encoding
206.015	3	0.0	n/a	n/a	n/a	410	127	5	n/a
212.014	3	rep3	little pleasant	0.961	2	127	128	5	encoding
224.013	3	rep3	very pleasant	1.147	2	125	129	5	encoding
236.012	3	rep3	little pleasant	0.972	2	123	130	5	encoding
248.011	3	rep3	little pleasant	0.916	2	121	131	5	encoding
260.010	3	rep3	little pleasant	0.958	2	122	132	5	encoding
272.008	3	rep3	little pleasant	1.343	2	124	133	5	encoding
284.007	3	rep3	little pleasant	1.432	2	126	134	5	encoding
296.006	3	rep3	little pleasant	1.369	2	128	135	5	encoding
