onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.013	3	0.0	n/a	n/a	n/a	120	28	2	n/a
8.012	3	rep1	little unpleasant	1.532	4	143	29	2	encoding
20.011	3	rep1	little unpleasant	1.516	4	144	30	2	encoding
32.010	3	rep1	little unpleasant	1.502	4	145	31	2	encoding
44.009	3	rep1	little unpleasant	1.038	4	146	32	2	encoding
56.007	3	rep1	little unpleasant	0.688	4	148	33	2	encoding
68.023	3	rep1	little unpleasant	1.833	4	142	34	2	encoding
80.005	3	rep1	little unpleasant	0.643	4	141	35	2	encoding
92.004	3	rep1	little unpleasant	0.811	4	147	36	2	encoding
104.019	3	0.0	n/a	n/a	n/a	400	37	2	n/a
110.019	3	rep2	little unpleasant	0.620	4	144	38	2	encoding
122.017	3	rep2	little unpleasant	0.758	4	146	39	2	encoding
134.033	3	rep2	little unpleasant	1.086	4	147	40	2	encoding
146.015	3	rep2	little unpleasant	0.672	4	142	41	2	encoding
158.014	3	rep2	little unpleasant	0.690	4	145	42	2	encoding
170.030	3	rep2	little unpleasant	0.825	4	148	43	2	encoding
182.011	3	rep2	little unpleasant	0.588	4	141	44	2	encoding
194.010	3	rep2	little unpleasant	0.613	4	143	45	2	encoding
206.009	3	0.0	n/a	n/a	n/a	410	46	2	n/a
212.008	3	rep3	little unpleasant	0.655	4	146	47	2	encoding
224.007	3	rep3	little unpleasant	1.112	4	145	48	2	encoding
236.006	3	rep3	little unpleasant	0.401	4	148	49	2	encoding
248.005	3	rep3	little unpleasant	0.626	4	141	50	2	encoding
260.005	3	rep3	little unpleasant	0.786	4	143	51	2	encoding
272.019	3	rep3	very unpleasant	1.148	4	142	52	2	encoding
284.018	3	rep3	little unpleasant	1.246	4	144	53	2	encoding
296.017	3	rep3	little unpleasant	0.862	4	147	54	2	encoding
