onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.013	3	0.0	n/a	n/a	n/a	180	190	8	n/a
8.012	3	rep1	little pleasant	1.395	3	136	191	8	encoding
20.011	3	rep1	little pleasant	0.900	3	138	192	8	encoding
32.026	3	rep1	little pleasant	1.069	3	133	193	8	encoding
44.009	3	rep1	little pleasant	0.839	3	132	194	8	encoding
56.007	3	rep1	little pleasant	0.936	3	131	195	8	encoding
68.006	3	rep1	little pleasant	1.073	3	134	196	8	encoding
80.005	3	rep1	little pleasant	1.338	3	135	197	8	encoding
92.004	3	rep1	little unpleasant	1.099	3	137	198	8	encoding
104.020	3	0.0	n/a	n/a	n/a	400	199	8	n/a
110.019	3	rep2	little pleasant	0.869	3	136	200	8	encoding
122.018	3	rep2	little pleasant	0.982	3	132	201	8	encoding
134.016	3	rep2	little pleasant	0.983	3	133	202	8	encoding
146.015	3	rep2	little pleasant	0.968	3	137	203	8	encoding
158.031	3	rep2	little pleasant	0.841	3	134	204	8	encoding
170.013	3	rep2	little pleasant	0.939	3	135	205	8	encoding
182.028	3	rep2	little pleasant	0.931	3	138	206	8	encoding
194.010	3	rep2	little pleasant	0.909	3	131	207	8	encoding
206.026	3	0.0	n/a	n/a	n/a	410	208	8	n/a
212.008	3	rep3	little pleasant	0.711	3	135	209	8	encoding
224.007	3	rep3	little unpleasant	0.952	3	136	210	8	encoding
236.006	3	rep3	little pleasant	1.154	3	132	211	8	encoding
248.005	3	rep3	little pleasant	0.883	3	133	212	8	encoding
260.020	3	rep3	little pleasant	0.707	3	137	213	8	encoding
272.019	3	rep3	little pleasant	0.828	3	134	214	8	encoding
284.018	3	rep3	little pleasant	0.909	3	138	215	8	encoding
296.033	3	rep3	little pleasant	0.982	3	131	216	8	encoding
