onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.012	3	0.0	n/a	n/a	n/a	120	28	2	n/a
8.012	3	rep1	n/a	n/a	2	124	29	2	encoding
20.011	3	rep1	little unpleasant	2.012	2	123	30	2	encoding
32.009	3	rep1	little unpleasant	2.606	2	121	31	2	encoding
44.008	3	rep1	little unpleasant	1.935	2	127	32	2	encoding
56.007	3	rep1	little unpleasant	1.888	2	122	33	2	encoding
68.022	3	rep1	little unpleasant	1.825	2	128	34	2	encoding
80.004	3	rep1	little unpleasant	1.124	2	125	35	2	encoding
92.020	3	rep1	little unpleasant	1.891	2	126	36	2	encoding
104.019	3	0.0	n/a	n/a	n/a	400	37	2	n/a
110.019	3	rep2	little unpleasant	1.253	2	123	38	2	encoding
122.017	3	rep2	little unpleasant	1.214	2	121	39	2	encoding
134.016	3	rep2	little unpleasant	1.472	2	125	40	2	encoding
146.015	3	rep2	little unpleasant	0.896	2	122	41	2	encoding
158.014	3	rep2	little unpleasant	2.210	2	127	42	2	encoding
170.012	3	rep2	little unpleasant	0.875	2	124	43	2	encoding
182.028	3	rep2	little unpleasant	1.684	2	128	44	2	encoding
194.027	3	rep2	little unpleasant	0.813	2	126	45	2	encoding
206.009	3	0.0	n/a	n/a	n/a	410	46	2	n/a
212.008	3	rep3	little unpleasant	0.775	2	125	47	2	encoding
224.024	3	rep3	little unpleasant	1.048	2	128	48	2	encoding
236.006	3	rep3	little unpleasant	0.802	2	123	49	2	encoding
248.021	3	rep3	little unpleasant	0.778	2	122	50	2	encoding
260.020	3	rep3	little unpleasant	1.275	2	124	51	2	encoding
272.019	3	rep3	little unpleasant	2.141	2	121	52	2	encoding
284.018	3	rep3	little unpleasant	0.982	2	126	53	2	encoding
296.017	3	rep3	n/a	n/a	2	127	54	2	encoding
