onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.008	3	0.0	n/a	n/a	n/a	180	190	8	n/a
8.007	3	rep1	little pleasant	1.112	3	137	191	8	encoding
20.006	3	rep1	little unpleasant	1.529	3	134	192	8	encoding
32.022	3	rep1	little pleasant	1.682	3	138	193	8	encoding
44.004	3	rep1	little pleasant	1.243	3	136	194	8	encoding
56.019	3	rep1	little pleasant	1.012	3	132	195	8	encoding
68.018	3	rep1	little pleasant	1.189	3	131	196	8	encoding
80.017	3	rep1	little pleasant	0.902	3	135	197	8	encoding
92.016	3	rep1	little pleasant	0.688	3	133	198	8	encoding
104.015	3	0.0	n/a	n/a	n/a	400	199	8	n/a
110.014	3	rep2	little pleasant	1.401	3	133	200	8	encoding
122.013	3	rep2	little pleasant	1.147	3	135	201	8	encoding
134.028	3	rep2	little pleasant	0.684	3	137	202	8	encoding
146.010	3	rep2	little unpleasant	1.277	3	134	203	8	encoding
158.009	3	rep2	little pleasant	0.774	3	131	204	8	encoding
170.008	3	rep2	little pleasant	0.728	3	132	205	8	encoding
182.007	3	rep2	little pleasant	0.672	3	138	206	8	encoding
194.022	3	rep2	little pleasant	0.698	3	136	207	8	encoding
206.021	3	0.0	n/a	n/a	n/a	410	208	8	n/a
212.004	3	rep3	little pleasant	0.835	3	135	209	8	encoding
224.019	3	rep3	n/a	n/a	3	133	210	8	encoding
236.018	3	rep3	little pleasant	0.533	3	131	211	8	encoding
248.017	3	rep3	little pleasant	0.758	3	138	212	8	encoding
260.016	3	rep3	little pleasant	0.816	3	137	213	8	encoding
272.015	3	rep3	little pleasant	0.713	3	136	214	8	encoding
284.014	3	rep3	little unpleasant	0.842	3	134	215	8	encoding
296.012	3	rep3	little pleasant	0.700	3	132	216	8	encoding
