onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.010	3	0.0	n/a	n/a	n/a	150	109	5	n/a
8.009	3	rep1	little pleasant	0.910	6	167	110	5	encoding
20.008	3	rep1	little pleasant	0.559	6	165	111	5	encoding
32.007	3	rep1	little pleasant	0.800	6	163	112	5	encoding
44.006	3	rep1	little pleasant	0.625	6	168	113	5	encoding
56.005	3	rep1	little pleasant	0.578	6	166	114	5	encoding
68.020	3	rep1	very unpleasant	1.227	6	161	115	5	encoding
80.019	3	rep1	very pleasant	0.804	6	164	116	5	encoding
92.018	3	rep1	little unpleasant	1.014	6	162	117	5	encoding
104.017	3	0.0	n/a	n/a	n/a	400	118	5	n/a
110.016	3	rep2	very pleasant	1.015	6	164	119	5	encoding
122.015	3	rep2	very unpleasant	0.753	6	161	120	5	encoding
134.014	3	rep2	little pleasant	0.898	6	163	121	5	encoding
146.012	3	rep2	little pleasant	0.883	6	168	122	5	encoding
158.011	3	rep2	little unpleasant	1.308	6	162	123	5	encoding
170.010	3	rep2	little pleasant	1.062	6	165	124	5	encoding
182.009	3	rep2	little pleasant	0.840	6	166	125	5	encoding
194.008	3	rep2	little pleasant	0.855	6	167	126	5	encoding
206.007	3	0.0	n/a	n/a	n/a	410	127	5	n/a
212.006	3	rep3	little pleasant	0.778	6	168	128	5	encoding
224.005	3	rep3	little pleasant	0.787	6	165	129	5	encoding
236.004	3	rep3	little pleasant	1.548	6	167	130	5	encoding
248.019	3	rep3	very pleasant	1.084	6	164	131	5	encoding
260.018	3	rep3	little pleasant	0.765	6	162	132	5	encoding
272.017	3	rep3	little pleasant	0.886	6	166	133	5	encoding
284.016	3	rep3	very unpleasant	1.017	6	161	134	5	encoding
296.015	3	rep3	little pleasant	0.720	6	163	135	5	encoding
