onset	duration	trial_type	response	response_time	stim_group	stim_id	trial_id	run_id	stim_type
2.016	3	0.0	n/a	n/a	n/a	150	109	5	n/a
8.016	3	rep1	little unpleasant	1.335	7	173	110	5	encoding
20.015	3	rep1	little unpleasant	0.825	7	175	111	5	encoding
32.013	3	rep1	little unpleasant	1.162	7	178	112	5	encoding
44.012	3	rep1	little pleasant	1.507	7	174	113	5	encoding
56.011	3	rep1	little unpleasant	0.972	7	171	114	5	encoding
68.010	3	rep1	little unpleasant	0.878	7	172	115	5	encoding
80.009	3	rep1	little unpleasant	1.159	7	176	116	5	encoding
92.008	3	rep1	little unpleasant	1.600	7	177	117	5	encoding
104.006	3	0.0	n/a	n/a	n/a	400	118	5	n/a
110.006	3	rep2	little unpleasant	1.242	7	172	119	5	encoding
122.005	3	rep2	little unpleasant	0.907	7	177	120	5	encoding
134.020	3	rep2	little unpleasant	1.043	7	176	121	5	encoding
146.019	3	rep2	little pleasant	1.797	7	178	122	5	encoding
158.018	3	rep2	little unpleasant	0.926	7	173	123	5	encoding
170.016	3	rep2	little unpleasant	0.944	7	175	124	5	encoding
182.015	3	rep2	little unpleasant	0.793	7	171	125	5	encoding
194.014	3	rep2	little pleasant	1.266	7	174	126	5	encoding
206.013	3	0.0	n/a	n/a	n/a	410	127	5	n/a
212.012	3	rep3	little pleasant	1.116	7	178	128	5	encoding
224.011	3	rep3	little unpleasant	0.692	7	177	129	5	encoding
236.010	3	rep3	little unpleasant	0.950	7	172	130	5	encoding
248.009	3	rep3	little unpleasant	0.695	7	171	131	5	encoding
260.008	3	rep3	little unpleasant	1.336	7	175	132	5	encoding
272.007	3	rep3	little unpleasant	0.817	7	176	133	5	encoding
284.005	3	rep3	little unpleasant	0.682	7	173	134	5	encoding
296.004	3	rep3	little pleasant	0.988	7	174	135	5	encoding
